service_type,position_location,occupation_series,occupation_name,grade_code,low_grade,high_grade,usajobs_control_number,position_title,hiring_agency,position_open_date,position_close_date,occupation_full,grade_level
Competitive,"Atlanta, Georgia",0030,Sports Specialist,GL-09,09,09,844493500,Sports Specialist,Department of Justice,2025-08-27 15:34:46.937,2025-09-18T23:59:59.9970,0030 - Sports Specialist,GL-09
Competitive,"Fort Wainwright, Alaska",0030,Sports Specialist,NF-3,3,3,844549800,Assistant Sports and Fitness Director (CYS) NF-03,Department of the Army,2025-08-28 09:46:19.713,2025-09-11T23:59:59.9970,0030 - Sports Specialist,NF-3
Competitive,"Fort Leavenworth, Kansas",0030,Sports Specialist,NF-2,2,2,844612900,Sports Assistant NF-02,Department of the Army,2025-08-29 00:00:00.000,2025-09-26T23:59:59.9970,0030 - Sports Specialist,NF-2
Competitive,"Stuttgart, Germany",0030,Sports Specialist,NF-3,3,3,844655900,Sports Specialist NF-03,Department of the Army,2025-08-29 07:36:59.183,2025-09-12T23:59:59.9970,0030 - Sports Specialist,NF-3
Competitive,"West Point, New York",0030,Sports Specialist,NF-2,2,2,844667600,Sports Assistant NF-02,Department of the Army,2025-08-29 09:26:54.373,2025-09-15T23:59:59.9970,0030 - Sports Specialist,NF-2
Competitive,"Lompoc, California",0030,Sports Specialist,GL-07/09,07,09,844974900,Sports Specialist,Department of Justice,2025-09-04 07:51:09.130,2025-09-18T23:59:59.9970,0030 - Sports Specialist,GL-07/09
Competitive,"Fort Lee, Virginia",0030,Sports Specialist,NF-4,4,4,845156800,Aquatics/Wellness Program Manager NF-04,Department of the Army,2025-09-05 12:54:15.510,2025-09-22T23:59:59.9970,0030 - Sports Specialist,NF-4
Competitive,"Washington, District of Columbia",0030,Sports Specialist,NF-3,3,3,845216900,Sports Specialist (Fitness),Department of the Navy,2025-09-07 17:38:44.357,2025-09-14T23:59:59.9970,0030 - Sports Specialist,NF-3
Competitive,"Naval Air Station Jacksonville, Florida",0030,Sports Specialist,NF-3,3,3,845222000,Fitness Specialist,Department of the Navy,2025-09-08 06:51:25.053,2025-09-18T23:59:59.9970,0030 - Sports Specialist,NF-3
Competitive,"Terre Haute, Indiana",0030,Sports Specialist,GS-07/09,07,09,845234000,Sports Specialist ,Department of Justice,2025-09-08 09:15:09.813,2025-09-22T23:59:59.9970,0030 - Sports Specialist,GS-07/09
Competitive,"Kaiserslautern, Germany",0030,Sports Specialist,GS-9,9,9,845316000,SUPERVISORY FITNESS AND SPORTS SPECIALIST,Department of the Air Force,2025-09-08 16:07:43.297,2025-09-15T23:59:59.9970,0030 - Sports Specialist,GS-9
Competitive,"West Point, New York",0030,Sports Specialist,NF-3,3,3,845366800,Sports Specialist (CYS) NF-03,Department of the Army,2025-09-09 09:48:40.780,2025-09-15T23:59:59.9970,0030 - Sports Specialist,NF-3
Competitive,"Camp Foster, Japan",0030,Sports Specialist,NF-04,04,04,845617500,"SPORTS SPECIALIST (HEAD SWIM COACH), NF-04/RFT, CAMP FOSTER, OKINAWA, JAPAN",Department of the Navy,2025-09-11 00:00:00.000,2025-10-11T23:59:59.9970,0030 - Sports Specialist,NF-04
Competitive,"Havelock, North Carolina",0030,Sports Specialist,NF-04,04,04,845631200,SPORTS SPEC SUPV NF4*,Department of the Navy,2025-09-11 08:34:30.417,2025-09-18T23:59:59.9970,0030 - Sports Specialist,NF-04
Excepted,"Murfreesboro, Tennessee",0060,Chaplain,GS-12,12,12,840911800,Chaplain (Clinical Pastoral Educator),Department of Veterans Affairs,2025-07-16 00:00:00.000,2025-09-25T23:59:59.9970,0060 - Chaplain,GS-12
Excepted,"Hampton, Virginia",0060,Chaplain,GS-12,12,12,840992400,Chaplain (CPE Educator),Department of Veterans Affairs,2025-07-17 00:00:00.000,2025-09-26T23:59:59.9970,0060 - Chaplain,GS-12
Excepted,"Des Moines, Iowa",0060,Chaplain,GS-9/11,9,11,841103300,Chaplain,Department of Veterans Affairs,2025-07-18 00:00:00.000,2025-09-26T23:59:59.9970,0060 - Chaplain,GS-9/11
Excepted,"Des Moines, Iowa",0060,Chaplain,GS-9/11,9,11,841103400,Chaplain,Department of Veterans Affairs,2025-07-18 00:00:00.000,2025-09-26T23:59:59.9970,0060 - Chaplain,GS-9/11
Excepted,"Aspinwall, Pennsylvania",0060,Chaplain,GS-12,12,12,842369600,Chaplain (CPE Educator),Department of Veterans Affairs,2025-08-04 00:00:00.000,2025-09-26T23:59:59.9970,0060 - Chaplain,GS-12
Excepted,"Perry Point, Maryland",0060,Chaplain,GS-12,12,12,843027200,Chaplain (Clinical Pastoral Educator),Department of Veterans Affairs,2025-08-12 00:00:00.000,2025-09-24T23:59:59.9970,0060 - Chaplain,GS-12
Excepted,"Perry Point, Maryland",0060,Chaplain,GS-12,12,12,843027600,Chaplain (Clinical Pastoral Educator),Department of Veterans Affairs,2025-08-12 00:00:00.000,2025-09-24T23:59:59.9970,0060 - Chaplain,GS-12
Excepted,"Anchorage, Alaska",0060,Chaplain,GS-12,12,12,843324800,CHAPLAIN,Department of the Air Force,2025-08-13 15:55:18.203,2025-09-15T23:59:59.9970,0060 - Chaplain,GS-12
Excepted,"Milwaukee, Wisconsin",0060,Chaplain,GS-12,12,12,844827000,Chaplain,Department of Veterans Affairs,2025-09-03 00:00:00.000,2025-09-15T23:59:59.9970,0060 - Chaplain,GS-12
Excepted,"Fayetteville, North Carolina",0060,Chaplain,GS-12,12,12,845701400,Chaplain,Department of Veterans Affairs,2025-09-11 13:43:59.440,2025-09-24T23:59:59.9970,0060 - Chaplain,GS-12
Excepted,"Dayton, Ohio",0060,Chaplain,GS-9/11,9,11,845708700,Chaplain,Department of Veterans Affairs,2025-09-11 14:23:02.703,2025-09-22T23:59:59.9970,0060 - Chaplain,GS-9/11
Competitive,"China Lake, California",0080,Security Administration,DA-4/5,4,5,839800100,SECURITY SPECIALIST,Department of the Navy,2025-07-01 00:00:00.000,2025-09-24T23:59:59.9970,0080 - Security Administration,DA-4/5
Excepted,"Reno, Nevada",0080,Security Administration,GS-11,11,11,840601600,PERSONNEL SECURITY SPECIALIST,Department of the Air Force,2025-07-11 16:26:25.200,2026-07-10T23:59:59.9970,0080 - Security Administration,GS-11
Excepted,"Carson City, Nevada",0080,Security Administration,GS-9,9,9,841032200,SECURITY SPECIALIST,Department of the Army,2025-07-17 00:00:00.000,2026-07-16T23:59:59.9970,0080 - Security Administration,GS-9
Competitive,"Washington, District of Columbia",0080,Security Administration,GS-13,13,13,842210100,"Physical Security Specialist, Technical Surveillance Countermeasures (TSCM)",Department of Homeland Security,2025-08-01 00:00:00.000,2025-09-19T23:59:59.9970,0080 - Security Administration,GS-13
Competitive,"Eglin AFB, Florida",0080,Security Administration,NH-3,3,3,843133600,INDUSTRIAL SECURITY SPECIALIST-DIRECT HIRE AUTHORITY,Department of the Air Force,2025-08-12 00:00:00.000,2025-09-26T23:59:59.9970,0080 - Security Administration,NH-3
Excepted,"Tinker AFB, Oklahoma",0080,Security Administration,GG-13,13,13,844037700,SECURITY SPECIALIST - ALTERNATE HIRING AUTHORITY,Department of the Air Force,2025-08-22 00:00:00.000,2025-09-22T23:59:59.9970,0080 - Security Administration,GG-13
Competitive,"Pentagon, Arlington, Virginia",0080,Security Administration,GS-12/13,12,13,844163700,SECURITY SPECIALIST PERSONNEL INFORMATION PHYSICAL,Department of Defense,2025-08-25 07:51:16.997,2025-09-11T23:59:59.9970,0080 - Security Administration,GS-12/13
Competitive,"Naval Air Station Whidbey Island, Washington",0080,Security Administration,GS-11,11,11,844485400,SECURITY SPECIALIST,Department of the Navy,2025-08-28 00:00:00.000,2025-09-12T23:59:59.9970,0080 - Security Administration,GS-11
Competitive,"Whitehall, Ohio",0080,Security Administration,GS-11,11,11,844525300,SECURITY SPECIALIST,Department of Defense,2025-08-28 00:00:00.000,2025-09-11T23:59:59.9970,0080 - Security Administration,GS-11
Excepted,"Great Falls, Montana",0080,Security Administration,GS-12,12,12,844608600,INFORMATION SECURITY SPECIALIST,Department of the Air Force,2025-08-28 14:23:05.783,2025-09-12T23:59:59.9970,0080 - Security Administration,GS-12
Competitive,"Bremerton, Washington",0080,Security Administration,GS-7/9,7,9,844762400,Security Specialist,Department of the Navy,2025-09-03 00:00:00.000,2025-09-11T23:59:59.9970,0080 - Security Administration,GS-7/9
Excepted,"Scott AFB, Illinois",0080,Security Administration,GS-12,12,12,844781600,INFORMATION SECURITY SPECIALIST (TITLE 32),Department of the Air Force,2025-09-02 00:00:00.000,2026-09-01T23:59:59.9970,0080 - Security Administration,GS-12
Competitive,"Maxwell AFB, Alabama",0080,Security Administration,GS-11,11,11,844793500,SECURITY SPECIALIST,Department of the Air Force,2025-09-03 00:00:00.000,2025-09-16T23:59:59.9970,0080 - Security Administration,GS-11
Competitive,"Naval Research Laboratory, District of Columbia",0080,Security Administration,NO-3,3,3,844906900,SECURITY SPECIALIST,Department of the Navy,2025-09-08 00:00:00.000,2025-09-15T23:59:59.9970,0080 - Security Administration,NO-3
Competitive,"Washington, District of Columbia",0080,Security Administration,GS-15,15,15,844915800,Director of Security Services,Other Agencies and Independent Organizations,2025-09-03 13:39:44.843,2025-09-15T23:59:59.9970,0080 - Security Administration,GS-15
Competitive,"Boise, Idaho",0080,Security Administration,GS-9/11,9,11,844957600,Security Specialist,Department of Veterans Affairs,2025-09-03 17:11:01.450,2025-09-11T23:59:59.9970,0080 - Security Administration,GS-9/11
Competitive,"Sigonella Sicily, Italy",0080,Security Administration,GS-11,11,11,844985600,Security Specialist,Department of Defense,2025-09-04 09:07:16.487,2025-09-12T23:59:59.9970,0080 - Security Administration,GS-11
Competitive,"Pentagon, Arlington, Virginia",0080,Security Administration,NH-4,4,4,844986200,Industrial Security Specialist,Department of Defense,2025-09-08 00:00:00.000,2025-09-12T23:59:59.9970,0080 - Security Administration,NH-4
Excepted,"Washington, District of Columbia",0080,Security Administration,GS-15,15,15,844993400,Supervisory Security Specialist,Department of Energy,2025-09-04 09:48:32.617,2025-09-17T23:59:59.9970,0080 - Security Administration,GS-15
Excepted,"Reston, Virginia",0080,Security Administration,GG-13,13,13,844998600,SECURITY SPECIALIST,Department of Defense,2025-09-03 00:00:00.000,2025-09-17T23:59:59.9970,0080 - Security Administration,GG-13
Excepted,"Reston, Virginia",0080,Security Administration,GG-13,13,13,844998700,SECURITY SPECIALIST,Department of Defense,2025-09-04 10:18:21.240,2025-09-18T23:59:59.9970,0080 - Security Administration,GG-13
Competitive,"Naval Base, Norfolk, Virginia",0080,Security Administration,GS-9,9,9,844998900,INFORMATION SECURITY SPECIALIST,Department of the Navy,2025-09-11 00:00:00.000,2025-09-15T23:59:59.9970,0080 - Security Administration,GS-9
Competitive,"Washington, District of Columbia",0080,Security Administration,GS-14,14,14,845034800,Security Specialist,Executive Office of the President,2025-09-05 00:00:00.000,2025-09-12T23:59:59.9970,0080 - Security Administration,GS-14
Competitive,"Honolulu, Hawaii",0080,Security Administration,GS-12,12,12,845040300,Security Specialist,Department of Homeland Security,2025-09-05 00:00:00.000,2025-09-15T23:59:59.9970,0080 - Security Administration,GS-12
Competitive,"Honolulu, Hawaii",0080,Security Administration,GS-12,12,12,845040500,Security Specialist,Department of Homeland Security,2025-09-05 10:24:54.780,2025-09-15T23:59:59.9970,0080 - Security Administration,GS-12
Excepted,"Louisville, Kentucky",0080,Security Administration,GS-12,12,12,845046900,INFORMATION SECURITY SPECIALIST-TITLE 5,Department of the Air Force,2025-09-04 00:00:00.000,2025-09-24T23:59:59.9970,0080 - Security Administration,GS-12
Competitive,"Fort McNair, District of Columbia",0080,Security Administration,GS-14,14,14,845057300,SECURITY OFFICER,Department of Defense,2025-09-09 00:00:00.000,2025-09-26T23:59:59.9970,0080 - Security Administration,GS-14
Excepted,"Lackland AFB, Texas",0080,Security Administration,GG-12,12,12,845062200,SECURITY SPECIALIST,Department of the Air Force,2025-09-08 00:00:00.000,2025-09-12T23:59:59.9970,0080 - Security Administration,GG-12
Excepted,"Reno, Nevada",0080,Security Administration,GS-12,12,12,845078900,INFORMATION SECURITY SPECIALIST,Department of the Air Force,2025-09-04 16:26:07.190,2026-09-03T23:59:59.9970,0080 - Security Administration,GS-12
Competitive,"Los Angeles, California",0080,Security Administration,GS-11,11,11,845092500,Physical Security Specialist,Department of Veterans Affairs,2025-09-05 00:00:00.000,2025-09-22T23:59:59.9970,0080 - Security Administration,GS-11
Competitive,"Poplar Bluff, Missouri",0080,Security Administration,GS-12,12,12,845108700,Security Officer Police Chief,Department of Veterans Affairs,2025-09-05 08:41:46.740,2025-09-11T23:59:59.9970,0080 - Security Administration,GS-12
Competitive,"Spangdahlem, Germany",0080,Security Administration,GS-11,11,11,845144500,PHYSICAL SECURITY SPECIALIST,Department of the Air Force,2025-09-05 12:01:19.167,2025-09-12T23:59:59.9970,0080 - Security Administration,GS-11
Competitive,"Point Loma Complex, San Diego, California",0080,Security Administration,GS-9,9,9,845165500,SECURITY SPECIALIST,Department of the Navy,2025-09-08 00:00:00.000,2025-09-12T23:59:59.9970,0080 - Security Administration,GS-9
Competitive,"Fort Meade, Maryland",0080,Security Administration,GS-13,13,13,845191700,SECURITY SPECIALIST,Department of Defense,2025-09-09 00:00:00.000,2025-09-16T23:59:59.9970,0080 - Security Administration,GS-13
Excepted,"Boise, Idaho",0080,Security Administration,GS-9,9,9,845205000,SECURITY SPECIALIST (TRAINING SPECIALIST),Department of the Air Force,2025-09-05 17:08:13.617,2025-09-21T23:59:59.9970,0080 - Security Administration,GS-9
Competitive,"Round Hill, Virginia",0080,Security Administration,GS-12,12,12,845225100,Supervisory Security Specialist (Access),Department of Homeland Security,2025-09-08 07:53:11.857,2025-09-17T23:59:59.9970,0080 - Security Administration,GS-12
Competitive,"Washington, District of Columbia",0080,Security Administration,GS-09/11,09,11,845236900,Personnel Security Specialist,Other Agencies and Independent Organizations,2025-09-08 09:53:57.110,2025-09-19T23:59:59.9970,0080 - Security Administration,GS-09/11
Competitive,"Naval Research Laboratory, District of Columbia",0080,Security Administration,NO-3,3,3,845237000,SECURITY SPECIALIST,Department of the Navy,2025-09-09 00:00:00.000,2025-09-15T23:59:59.9970,0080 - Security Administration,NO-3
Excepted,"Aviano, Italy",0080,Security Administration,GG-12,12,12,845276500,SECURITY SPECIALIST,Department of the Air Force,2025-09-09 00:00:00.000,2025-09-15T23:59:59.9970,0080 - Security Administration,GG-12
Competitive,"Round Hill, Virginia",0080,Security Administration,GS-9/11,9,11,845293100,Security Specialist,Department of Homeland Security,2025-09-09 00:00:00.000,2025-09-18T23:59:59.9970,0080 - Security Administration,GS-9/11
Competitive,"Salt Lake City, Utah",0080,Security Administration,GS-12,12,12,845319600,Physical Security Specialist,Department of the Interior,2025-09-08 16:27:24.150,2025-09-15T23:59:59.9970,0080 - Security Administration,GS-12
Excepted,"Scotia, New York",0080,Security Administration,GS-9,9,9,845365000,SECURITY SPECIALIST (UNIT DEPLOYMENT MANAGER),Department of the Air Force,2025-09-09 10:27:45.910,2025-09-24T23:59:59.9970,0080 - Security Administration,GS-9
Competitive,"Eglin AFB, Florida",0080,Security Administration,NH-4,4,4,845378700,SUPERVISORY SECURITY OFFICER-Direct Hire Authority,Department of the Air Force,2025-09-09 10:58:01.420,2025-09-26T23:59:59.9970,0080 - Security Administration,NH-4
Competitive,"Ramstein, Germany",0080,Security Administration,GS-11,11,11,845391800,PHYSICAL SECURITY SPECIALIST,Department of the Air Force,2025-09-10 00:00:00.000,2025-09-16T23:59:59.9970,0080 - Security Administration,GS-11
Excepted,"Arlington, Virginia",0080,Security Administration,GG-13,13,13,845418500,SECURITY SPECIALIST,Department of Defense,2025-09-10 00:00:00.000,2025-09-16T23:59:59.9970,0080 - Security Administration,GG-13
Competitive,"Lakenheath, United Kingdom",0080,Security Administration,GS-11,11,11,845444000,SECURITY SPECIALIST,Department of the Air Force,2025-09-11 00:00:00.000,2025-09-18T23:59:59.9970,0080 - Security Administration,GS-11
Excepted,"Rome, New York",0080,Security Administration,GS-11,11,11,845453200,INFORMATION SECURITY SPECIALIST,Department of the Air Force,2025-09-09 15:59:49.117,2025-09-24T23:59:59.9970,0080 - Security Administration,GS-11
Excepted,"Peoria, Illinois",0080,Security Administration,GS-12,12,12,845539500,INFORMATION SECURITY SPECIALIST (Title 32),Department of the Air Force,2025-09-11 00:00:00.000,2026-09-10T23:59:59.9970,0080 - Security Administration,GS-12
Excepted,"Moffett Field, California",0080,Security Administration,GS-12,12,12,845548500,SECURITY OFFICER,Department of the Air Force,2025-09-10 13:06:51.900,2025-09-26T23:59:59.9970,0080 - Security Administration,GS-12
Excepted,"Moffett Field, California",0080,Security Administration,GS-13,13,13,845548800,SECURITY OFFICER,Department of the Air Force,2025-09-10 13:07:52.750,2025-09-26T23:59:59.9970,0080 - Security Administration,GS-13
