questionnaire_url,usajobs_control_number,position_title,announcement_number,hiring_agency,occupation_series,occupation_name,position_open_date,position_close_date,position_location,grade_code,position_schedule,extracted_from_file,extracted_date
https://apply.usastaffing.gov/ViewQuestionnaire/12743942,837942000,Dental Assistant,CBSU-12743942-25-BR,Department of Veterans Affairs,0681,Dental Assistant,2025-06-02 10:38:18.023,2025-08-29T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.001363
https://apply.usastaffing.gov/ViewQuestionnaire/12743952,837942600,Advanced Practice Nurse - Urology,OCA-FY25-0610-Urology NP,Department of Veterans Affairs,0610,Nurse,2025-06-05 00:00:00.000,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.001642
https://apply.usastaffing.gov/ViewQuestionnaire/12744194,837943300,Heavy Mobile Equipment Repairer,SDDE255434094194HWS,Department of the Army,5803,Heavy Mobile Equipment Mechanic,2025-06-03 00:00:00.000,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.001886
https://jobs.monstergovt.com/aoc/ros/rosDashboard.hms?O=1749&J=148032,837945100,Custodial Worker,SOB-2025-284,Legislative Branch,3566,Custodial Working,2025-06-02 11:02:48.667,2025-08-29T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.002141
https://jobs.monstergovt.com/aoc/ros/rosDashboard.hms?O=1749&J=148032&S=1,837945100,Custodial Worker,SOB-2025-284,Legislative Branch,3566,Custodial Working,2025-06-02 11:02:48.667,2025-08-29T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.002153
https://apply.usastaffing.gov/ViewQuestionnaire/12743452,837945400,"Staff Psychologist (Home-Based Primary Care) - EDRP, Recruitment/Relocation Incentive Authorized",CAZM-12743452-25-KSB,Department of Veterans Affairs,0180,Psychology,2025-06-02 11:04:15.220,2025-07-31T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.002483
https://apply.usastaffing.gov/ViewQuestionnaire/12744190,837946600,SUPERVISORY POLICE OFFICER (TITLE 32),IL-12744190-AF-25-022,Department of the Air Force,0083,Police,2025-06-06 00:00:00.000,2026-06-05T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.002725
https://apply.usastaffing.gov/ViewQuestionnaire/12743536,837949800,Food Service Worker (Full Time),CBSX-12743536-25-VPL,Department of Veterans Affairs,7408,Food Service Working,2025-06-02 11:30:10.793,2025-09-26T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.007030
https://apply.usastaffing.gov/ViewQuestionnaire/12742283,837955200,Supply Technician,CBSX-12742283-25-JLL,Department of Veterans Affairs,2005,Supply Clerical And Technician,2025-06-02 12:00:50.103,2025-09-02T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.007892
https://apply.usastaffing.gov/ViewQuestionnaire/12740928,837956300,Nurse Practitioner (Home Based Primary Care),OCA-CBSY-12740928-25-NCM,Department of Veterans Affairs,0610,Nurse,2025-06-02 12:09:06.373,2025-09-02T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.008175
https://apply.usastaffing.gov/ViewQuestionnaire/12743747,837958100,Food Service Worker (Part Time),CBSX-12743747-25-MR,Department of Veterans Affairs,7408,Food Service Working,2025-06-02 12:32:38.963,2025-09-26T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.008382
https://apply.usastaffing.gov/ViewQuestionnaire/12743803,837966700,Purchasing Agent,CBSX-12743803-25-SLC,Department of Veterans Affairs,1105,Purchasing,2025-06-03 00:00:00.000,2025-09-02T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.009174
https://apply.usastaffing.gov/ViewQuestionnaire/12742427,837967700,Seized Property Specialist,HSI-12742427-ST-EM,Department of Homeland Security,1801,"General Inspection, Investigation, Enforcement, And Compliance Series",2025-06-02 14:09:42.230,2025-08-31T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.009503
https://apply.usastaffing.gov/ViewQuestionnaire/12743637,837972000,Child and Youth Program Assistant,25-FSY0849600SR,Department of the Air Force,1702,Education And Training Technician,2025-06-02 14:07:53.813,2025-09-02T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.009953
https://apply.usastaffing.gov/ViewQuestionnaire/12742864,837972200,Health Technician (Ophthalmology),CBSV-12742864-25-DC,Department of Veterans Affairs,0640,Health Aid And Technician,2025-06-02 00:00:00.000,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.010215
https://apply.usastaffing.gov/ViewQuestionnaire/12744303,837977300,Advanced Medical Support Assistant,CBSY-12744303-25-MS,Department of Veterans Affairs,0679,Medical Support Assistance,2025-06-03 00:00:00.000,2025-09-03T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.010514
https://apply.usastaffing.gov/ViewQuestionnaire/12744454,837978300,MOTOR VEHICLE OPERATOR (TITLE 32),IL-12744454-AR-25-026,Department of the Army,5703,Motor Vehicle Operating,2025-06-06 00:00:00.000,2026-06-05T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.010733
https://apply.usastaffing.gov/ViewQuestionnaire/12744294,837980900,POWERED SUPPORT SYSTEMS MECHANIC (Title 32),OK-12744294-AR-25-054,Department of the Air Force,5378,Powered Support Systems Mechanic,2025-06-03 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.011033
https://apply.usastaffing.gov/ViewQuestionnaire/12744403,837982800,Motor Vehicle Operator (FSW) (Delivery Driver),25-8OFSWFE863078,Department of the Air Force,5703,Motor Vehicle Operating,2025-06-02 00:00:00.000,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.011231
https://apply.usastaffing.gov/ViewQuestionnaire/12744326,837983300,Automotive Worker NA-08,O1NAFAI-25-12744326,Department of Defense,5823,Automotive Mechanic,2025-06-02 15:33:02.887,2025-09-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.011402
https://apply.usastaffing.gov/ViewQuestionnaire/12741385,837984100,Clinical Laboratory Science,CBTB-12741385-25-SL,Department of Veterans Affairs,0644,Clinical Laboratory Science,2025-06-03 00:00:00.000,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.011906
https://apply.usastaffing.gov/ViewQuestionnaire/12744514,837984600,Aircraft Mechanic Inspector/Instructor,25-6ZFSWA861884,Department of the Air Force,8852,Aircraft Mechanic,2025-06-02 15:40:22.273,2025-09-02T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.012133
https://jobs.monstergovt.com/dot/ros/rosDashboard.hms?O=2&J=92191,837985600,Admissions Assistant (Open to both U.S. Citizens and Federal Employees),MARAD.MMA-2025-0020,Department of Transportation,0303,Miscellaneous Clerk And Assistant,2025-06-03 00:00:00.000,2025-12-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.012380
https://jobs.monstergovt.com/dot/ros/rosDashboard.hms?O=2&J=92191&S=1,837985600,Admissions Assistant (Open to both U.S. Citizens and Federal Employees),MARAD.MMA-2025-0020,Department of Transportation,0303,Miscellaneous Clerk And Assistant,2025-06-03 00:00:00.000,2025-12-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.012392
https://apply.usastaffing.gov/ViewQuestionnaire/12743322,837986400,CYS Assistant Director NF-03,C2SCNAFCY-25-12743322,Department of the Army,1701,General Education And Training,2025-06-02 00:00:00.000,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.012712
https://apply.usastaffing.gov/ViewQuestionnaire/12743749,837987700,Medical Instrument Technician (Echocardiography),CBTB-12743749-25-LI,Department of Veterans Affairs,0649,Medical Instrument Technician,2025-06-02 16:01:44.670,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.013010
https://apply.usastaffing.gov/ViewQuestionnaire/12744204,837990800,Security Guard,MCGL256193254204HD,Department of the Army,0085,Security Guard,2025-06-03 09:50:12.573,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.013810
https://apply.usastaffing.gov/ViewQuestionnaire/12743828,837994100,Clinical Laboratory Scientist - Off Shift - Open Continuous Announcement,CBSX-12743828-25-IQ,Department of Veterans Affairs,0644,Clinical Laboratory Science,2025-06-02 00:00:00.000,2025-09-02T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.014108
https://apply.usastaffing.gov/ViewQuestionnaire/12743063,837995700,Physician Assistant - Home-Based Primary Care,OCA-CBSW-12743063-25-MF,Department of Veterans Affairs,0603,Physician Assistant,2025-06-02 00:00:00.000,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.014392
https://apply.usastaffing.gov/ViewQuestionnaire/12744041,837996400,Recreation Assistant (Facilities Operator) NF-02,O3NAFEW-25-12744041,Department of the Army,0189,Recreation Aid And Assistant,2025-06-02 18:06:13.023,2025-08-29T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.014563
https://apply.usastaffing.gov/ViewQuestionnaire/12744047,837998500,Cook NA-06,O3NAFEW-25-12744047,Department of the Army,7404,Cooking,2025-06-02 00:00:00.000,2025-08-26T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.014733
https://apply.usastaffing.gov/ViewQuestionnaire/12744627,837998900,Child and Youth Program Assistant,25-8TFSYCW862275,Department of the Air Force,1702,Education And Training Technician,2025-06-03 00:00:00.000,2025-09-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.014952
https://apply.usastaffing.gov/ViewQuestionnaire/12744678,838007000,Transportation Security officer,12744678-TVC-FT-PT,Department of Homeland Security,1802,Compliance Inspection And Support,2025-06-03 00:00:00.000,2025-08-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.015710
https://apply.usastaffing.gov/ViewQuestionnaire/12744265,838010600,INTELLIGENCE OPERATIONS SPECIALIST (TITLE 32),IL-12744265-AF-25-023,Department of the Air Force,0132,Intelligence,2025-06-06 00:00:00.000,2026-06-05T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.015910
https://apply.usastaffing.gov/ViewQuestionnaire/12743833,838012400,AIRCRAFT MECHANIC,KY-12743833-AF-25-129,Department of the Air Force,8852,Aircraft Mechanic,2025-06-03 00:00:00.000,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.016073
https://apply.usastaffing.gov/ViewQuestionnaire/12744236,838015800,Animal Health Assistant NF-03,O2NAFAV-25-12744236,Department of the Army,0704,Animal Health Technician,2025-06-03 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.016284
https://apply.usastaffing.gov/ViewQuestionnaire/12741858,838018900,Staff Psychologist - Part-Time 20 hours/week,CBSY-12741858-25-KA,Department of Veterans Affairs,0180,Psychology,2025-06-03 09:43:51.677,2025-09-03T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.016786
https://apply.usastaffing.gov/ViewQuestionnaire/12744437,838020100,Child and Youth Program Assistant (Multi-Level) - (New Hire/Rehire Incentive Bonus offered),JAX-25-12744437,Department of the Navy,1702,Education And Training Technician,2025-06-03 09:57:09.170,2025-08-03T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.017076
https://apply.usastaffing.gov/ViewQuestionnaire/12743530,838023100,Medical Supply Technician (Sterile Processing),CBSU-12743530-25-RI,Department of Veterans Affairs,0622,Medical Supply Aide And Technician,2025-06-03 10:21:16.963,2025-09-03T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.017746
https://apply.usastaffing.gov/ViewQuestionnaire/12743531,838023900,Medical Supply Technician  (Sterile Processing),CBSU-12743531-25-RI,Department of Veterans Affairs,0622,Medical Supply Aide And Technician,2025-06-03 10:25:11.033,2025-09-03T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.018013
https://apply.usastaffing.gov/ViewQuestionnaire/12744595,838025000,Diagnostic Radiologic Technologist,CBSU-12744595-25-TJB,Department of Veterans Affairs,0647,Diagnostic Radiologic Technologist,2025-06-03 10:32:23.603,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.018292
https://apply.usastaffing.gov/ViewQuestionnaire/12744596,838025200,Diagnostic Radiologic Technologist,CBSU-12744596-25-TJB,Department of Veterans Affairs,0647,Diagnostic Radiologic Technologist,2025-06-03 10:33:51.797,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.018601
https://apply.usastaffing.gov/ViewQuestionnaire/12744347,838029500,HUMAN RESOURCES SPECIALIST (MILITARY),IL-12744347-AF-25-025,Department of the Air Force,0201,Human Resources Management,2025-06-06 00:00:00.000,2026-06-05T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.018841
https://apply.usastaffing.gov/ViewQuestionnaire/12744810,838031500,Cook NA-04,O2NAFDJ-25-12744810,Department of the Army,7404,Cooking,2025-06-03 00:00:00.000,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.019014
https://apply.usastaffing.gov/ViewQuestionnaire/12744493,838033600,Supervisory Clinical Laboratory Scientist (Laboratory Manager),CBSU-12744493-25-JL,Department of Veterans Affairs,0644,Clinical Laboratory Science,2025-06-03 11:33:41.203,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.019282
https://apply.usastaffing.gov/ViewQuestionnaire/12744494,838034100,Supervisory Clinical Laboratory Scientist (Laboratory Manager),CBSU-12744494-25-JL,Department of Veterans Affairs,0644,Clinical Laboratory Science,2025-06-03 11:34:37.603,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.019546
https://apply.usastaffing.gov/ViewQuestionnaire/12737466,838036400,Housekeeping Aid,OCA-FY25-DHA-HKA-DUBLIN,Department of Veterans Affairs,3566,Custodial Working,2025-06-03 11:49:04.510,2025-09-22T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.019738
https://apply.usastaffing.gov/ViewQuestionnaire/12742619,838036600,Interdisciplinary Engineer,DMEA-25-12742619-DH,Department of Defense,0830,Mechanical Engineering,2025-06-03 11:50:22.913,2025-07-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.019997
https://apply.usastaffing.gov/ViewQuestionnaire/12744859,838037200,Child and Youth Program Assistant (Target Level),259EFSYY855178,Department of the Air Force,1702,Education And Training Technician,2025-06-03 12:00:27.463,2025-08-27T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.020217
https://apply.usastaffing.gov/ViewQuestionnaire/12733883,838038600,Dietitian (Clinical),CBSX-12733883-25-JW,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-06-03 00:00:00.000,2025-07-11T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.020457
https://apply.usastaffing.gov/ViewQuestionnaire/12744781,838041500,Advanced Medical Laboratory Technician,CBTF-12744781-25-JAH,Department of Veterans Affairs,0645,Medical Technician,2025-06-03 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.020719
https://apply.usastaffing.gov/ViewQuestionnaire/12744850,838042200,Heavy Mobile Equipment Repairer,SDDE250721524850HWSR,Department of the Army,5803,Heavy Mobile Equipment Mechanic,2025-06-05 00:00:00.000,2025-12-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.020911
https://apply.usastaffing.gov/ViewQuestionnaire/12743839,838043000,Healthcare Engineer (Projects),CBSX-12743839-25-EU,Department of Veterans Affairs,0801,General Engineering,2025-06-03 12:26:52.480,2025-09-03T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.021179
https://apply.usastaffing.gov/ViewQuestionnaire/12743690,838044200,Medical Records Technician (Clinical Documentation Improvement Specialist (CDIS - Inpatient)),CBST-12743690-25-TM,Department of Veterans Affairs,0675,Medical Records Technician,2025-06-04 00:00:00.000,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.021497
https://apply.usastaffing.gov/ViewQuestionnaire/12744882,838051800,Staff Psychologist (Primary Care-Mental Health Integration),CBSR-12744882-25-NN,Department of Veterans Affairs,0180,Psychology,2025-06-03 00:00:00.000,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.021801
https://apply.usastaffing.gov/ViewQuestionnaire/12744735,838051900,Dental Assistant,CBTE-12744735-25-VR,Department of Veterans Affairs,0681,Dental Assistant,2025-06-23 10:58:49.347,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.022103
https://apply.usastaffing.gov/ViewQuestionnaire/12743664,838053500,Housekeeping Aid - Environmental Services Technician,CBTD-12743664-25-DB,Department of Veterans Affairs,3566,Custodial Working,2025-06-03 00:00:00.000,2025-09-29T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.022304
https://apply.usastaffing.gov/ViewQuestionnaire/12744950,838059800,Tools and Parts Attendant,25-7NFSWT865535,Department of the Air Force,6904,Tools And Parts Attending,2025-06-03 00:00:00.000,2025-07-22T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.022495
https://apply.usastaffing.gov/ViewQuestionnaire/12744065,838062900,Advanced Medical Support Assistant,OCA-CBSX-12744065-25-NP,Department of Veterans Affairs,0679,Medical Support Assistance,2025-06-04 00:00:00.000,2025-09-03T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.022744
https://apply.usastaffing.gov/ViewQuestionnaire/12744787,838066900,Senior Licensed Professional Mental Health Counselor - Behavioral Health Interdisciplinary Program,CBSV-12744787-25-DB,Department of Veterans Affairs,0183,Licensed Professional Mental Health Counselor,2025-06-03 15:13:53.800,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.023009
https://apply.usastaffing.gov/ViewQuestionnaire/12744788,838067000,Senior Social Worker - Behavioral Health Interdisciplinary Program (BHIP),CBSV-12744788-25-DB,Department of Veterans Affairs,0185,Social Work,2025-06-03 15:14:04.883,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.023268
https://apply.usastaffing.gov/ViewQuestionnaire/12744143,838067300,Clinical Laboratory Scientist,CBSU-12744143-25-TJB,Department of Veterans Affairs,0644,Clinical Laboratory Science,2025-06-04 00:00:00.000,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.023527
https://apply.usastaffing.gov/ViewQuestionnaire/12744786,838067500,Marriage and Family Therapist (Advanced) - Behavioral Health Interdisciplinary Program (BHIP),CBSV-12744786-25-DB,Department of Veterans Affairs,0182,Marriage and Family Therapist,2025-06-03 00:00:00.000,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.023768
https://apply.usastaffing.gov/ViewQuestionnaire/12744142,838067800,Clinical Laboratory Scientist,CBSU-12744142-25-TJB,Department of Veterans Affairs,0644,Clinical Laboratory Science,2025-06-04 00:00:00.000,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:38.024026
